Force (N),Position (mm),Strain (%),Stress (MPa)
174,1.29,1.29,0.982
174,1.29,1.29,0.982
174,1.29,1.29,0.982
174,1.29,1.29,0.982
174,1.29,1.29,0.982
174,1.30,1.30,0.982
174,1.30,1.30,0.982
174,1.30,1.30,0.982
174,1.30,1.30,0.982
174,1.30,1.30,0.982
174,1.30,1.30,0.982
174,1.30,1.30,0.982
174,1.31,1.31,0.982
174,1.31,1.31,0.982
174,1.31,1.31,0.982
175,1.31,1.31,0.986
175,1.31,1.31,0.986
175,1.31,1.31,0.986
175,1.31,1.31,0.986
175,1.32,1.32,0.986
175,1.32,1.32,0.986
175,1.32,1.32,0.986
175,1.32,1.32,0.986
175,1.32,1.32,0.986
175,1.32,1.32,0.986
176,1.32,1.32,0.991
176,1.32,1.32,0.991
176,1.33,1.33,0.991
176,1.33,1.33,0.991
176,1.33,1.33,0.991
176,1.33,1.33,0.991
176,1.33,1.33,0.991
176,1.33,1.33,0.991
176,1.33,1.33,0.991
176,1.33,1.33,0.991
176,1.34,1.34,0.991
176,1.34,1.34,0.991
176,1.34,1.34,0.991
176,1.34,1.34,0.991
176,1.34,1.34,0.991
176,1.34,1.34,0.991
176,1.34,1.34,0.991
176,1.35,1.35,0.991
176,1.35,1.35,0.991
176,1.35,1.35,0.991
176,1.35,1.35,0.991
176,1.35,1.35,0.991
176,1.35,1.35,0.991
176,1.35,1.35,0.991
176,1.36,1.36,0.991
176,1.36,1.36,0.991
177,1.36,1.36,0.996
177,1.36,1.36,0.996
177,1.36,1.36,0.996
177,1.36,1.36,0.996
177,1.36,1.36,0.996
177,1.36,1.36,0.996
177,1.37,1.37,0.996
177,1.37,1.37,0.996
177,1.37,1.37,0.996
177,1.37,1.37,0.996
177,1.37,1.37,0.996
177,1.37,1.37,0.996
177,1.37,1.37,0.996
177,1.37,1.37,0.996
177,1.38,1.38,0.996
177,1.38,1.38,0.996
177,1.38,1.38,0.996
177,1.38,1.38,0.996
178,1.38,1.38,1.00
178,1.38,1.38,1.00
178,1.38,1.38,1.00
178,1.39,1.39,1.00
178,1.39,1.39,1.00
178,1.39,1.39,1.00
178,1.39,1.39,1.00
178,1.39,1.39,1.00
178,1.39,1.39,1.00
178,1.39,1.39,1.01
178,1.40,1.40,1.01
178,1.40,1.40,1.01
178,1.40,1.40,1.01
178,1.40,1.40,1.01
178,1.40,1.40,1.01
178,1.40,1.40,1.01
178,1.40,1.40,1.01
178,1.40,1.40,1.01
178,1.41,1.41,1.01
178,1.41,1.41,1.01
178,1.41,1.41,1.01
178,1.41,1.41,1.01
178,1.41,1.41,1.01
178,1.41,1.41,1.01
178,1.41,1.41,1.01
178,1.42,1.42,1.01
179,1.42,1.42,1.01
179,1.42,1.42,1.01
179,1.42,1.42,1.01
179,1.42,1.42,1.01
179,1.42,1.42,1.01
179,1.42,1.42,1.01
179,1.42,1.42,1.01
179,1.43,1.43,1.01
179,1.43,1.43,1.01
179,1.43,1.43,1.01
179,1.43,1.43,1.01
179,1.43,1.43,1.01
179,1.43,1.43,1.01
179,1.43,1.43,1.01
179,1.44,1.44,1.01
180,1.44,1.44,1.01
179,1.44,1.44,1.01
179,1.44,1.44,1.01
180,1.44,1.44,1.01
180,1.44,1.44,1.01
180,1.44,1.44,1.01
180,1.45,1.45,1.01
180,1.45,1.45,1.01
180,1.45,1.45,1.01
180,1.45,1.45,1.01
180,1.45,1.45,1.01
180,1.45,1.45,1.01
180,1.45,1.45,1.01
180,1.45,1.45,1.01
180,1.46,1.46,1.01
180,1.46,1.46,1.01
180,1.46,1.46,1.01
181,1.46,1.46,1.02
181,1.46,1.46,1.02
181,1.46,1.46,1.02
181,1.46,1.46,1.02
181,1.46,1.46,1.02
181,1.47,1.47,1.02
181,1.47,1.47,1.02
181,1.47,1.47,1.02
181,1.47,1.47,1.02
181,1.47,1.47,1.02
181,1.47,1.47,1.02
181,1.47,1.47,1.02
181,1.48,1.48,1.02
181,1.48,1.48,1.02
181,1.48,1.48,1.02
181,1.48,1.48,1.02
181,1.48,1.48,1.02
182,1.48,1.48,1.02
182,1.48,1.48,1.02
182,1.49,1.49,1.02
182,1.49,1.49,1.02
182,1.49,1.49,1.02
182,1.49,1.49,1.02
182,1.49,1.49,1.02
183,1.49,1.49,1.03
183,1.49,1.49,1.03
183,1.49,1.49,1.03
183,1.50,1.50,1.03
183,1.50,1.50,1.03
183,1.50,1.50,1.03
183,1.50,1.50,1.03
183,1.50,1.50,1.03
183,1.50,1.50,1.03
183,1.50,1.50,1.03
183,1.50,1.50,1.03
183,1.51,1.51,1.03
183,1.51,1.51,1.03
183,1.51,1.51,1.03
183,1.51,1.51,1.03
183,1.51,1.51,1.03
183,1.51,1.51,1.03
183,1.51,1.51,1.03
183,1.52,1.52,1.03
183,1.52,1.52,1.03
183,1.52,1.52,1.03
183,1.52,1.52,1.03
183,1.52,1.52,1.03
183,1.52,1.52,1.03
183,1.52,1.52,1.03
183,1.53,1.53,1.03
183,1.53,1.53,1.03
183,1.53,1.53,1.03
183,1.53,1.53,1.03
183,1.53,1.53,1.03
183,1.53,1.53,1.03
183,1.53,1.53,1.03
183,1.54,1.54,1.03
183,1.54,1.54,1.03
183,1.54,1.54,1.03
184,1.54,1.54,1.04
184,1.54,1.54,1.04
184,1.54,1.54,1.04
184,1.54,1.54,1.04
184,1.54,1.54,1.04
184,1.55,1.55,1.04
184,1.55,1.55,1.04
184,1.55,1.55,1.04
184,1.55,1.55,1.04
184,1.55,1.55,1.04
184,1.55,1.55,1.04
184,1.55,1.55,1.04
184,1.55,1.55,1.04
184,1.56,1.56,1.04
184,1.56,1.56,1.04
184,1.56,1.56,1.04
184,1.56,1.56,1.04
184,1.56,1.56,1.04
185,1.56,1.56,1.04
185,1.56,1.56,1.04
185,1.57,1.57,1.04
185,1.57,1.57,1.04
185,1.57,1.57,1.04
185,1.57,1.57,1.04
185,1.57,1.57,1.04
185,1.57,1.57,1.04
185,1.57,1.57,1.04
185,1.58,1.58,1.04
185,1.58,1.58,1.04
185,1.58,1.58,1.04
185,1.58,1.58,1.04
185,1.58,1.58,1.04
185,1.58,1.58,1.04
185,1.58,1.58,1.04
185,1.58,1.58,1.04
185,1.59,1.59,1.04
185,1.59,1.59,1.04
185,1.59,1.59,1.04
185,1.59,1.59,1.04
185,1.59,1.59,1.04
186,1.59,1.59,1.05
186,1.59,1.59,1.05
186,1.60,1.60,1.05
186,1.60,1.60,1.05
186,1.60,1.60,1.05
186,1.60,1.60,1.05
186,1.60,1.60,1.05
186,1.60,1.60,1.05
186,1.60,1.60,1.05
186,1.60,1.60,1.05
186,1.61,1.61,1.05
187,1.61,1.61,1.05
187,1.61,1.61,1.05
187,1.61,1.61,1.05
186,1.61,1.61,1.05
187,1.61,1.61,1.05
187,1.61,1.61,1.05
186,1.62,1.62,1.05
186,1.62,1.62,1.05
186,1.62,1.62,1.05
186,1.62,1.62,1.05
186,1.62,1.62,1.05
187,1.62,1.62,1.05
187,1.62,1.62,1.05
187,1.62,1.62,1.05
187,1.63,1.63,1.05
187,1.63,1.63,1.05
187,1.63,1.63,1.05
187,1.63,1.63,1.05
187,1.63,1.63,1.05
187,1.63,1.63,1.05
187,1.63,1.63,1.05
187,1.64,1.64,1.05
188,1.64,1.64,1.06
188,1.64,1.64,1.06
188,1.64,1.64,1.06
188,1.64,1.64,1.06
188,1.64,1.64,1.06
188,1.64,1.64,1.06
188,1.64,1.64,1.06
188,1.65,1.65,1.06
188,1.65,1.65,1.06
188,1.65,1.65,1.06
188,1.65,1.65,1.06
188,1.65,1.65,1.06
188,1.65,1.65,1.06
188,1.65,1.65,1.06
188,1.66,1.66,1.06
188,1.66,1.66,1.06
188,1.66,1.66,1.06
188,1.66,1.66,1.06
188,1.66,1.66,1.06
188,1.66,1.66,1.06
188,1.66,1.66,1.06
188,1.66,1.66,1.06
188,1.67,1.67,1.06
188,1.67,1.67,1.06
188,1.67,1.67,1.06
188,1.67,1.67,1.06
188,1.67,1.67,1.06
188,1.67,1.67,1.06
189,1.67,1.67,1.07
189,1.68,1.68,1.07
189,1.68,1.68,1.07
189,1.68,1.68,1.07
189,1.68,1.68,1.07
189,1.68,1.68,1.07
189,1.68,1.68,1.07
189,1.68,1.68,1.07
189,1.68,1.68,1.07
189,1.69,1.69,1.07
189,1.69,1.69,1.07
190,1.69,1.69,1.07
190,1.69,1.69,1.07
190,1.69,1.69,1.07
190,1.70,1.70,1.07
190,1.70,1.70,1.07
190,1.70,1.70,1.07
190,1.70,1.70,1.07
190,1.70,1.70,1.07
190,1.70,1.70,1.07
190,1.70,1.70,1.07
190,1.71,1.71,1.07
190,1.71,1.71,1.07
190,1.71,1.71,1.07
191,1.71,1.71,1.08
191,1.71,1.71,1.08
191,1.71,1.71,1.08
191,1.71,1.71,1.08
191,1.71,1.71,1.08
191,1.72,1.72,1.08
191,1.72,1.72,1.08
191,1.72,1.72,1.08
191,1.72,1.72,1.08
191,1.72,1.72,1.08
191,1.72,1.72,1.08
191,1.72,1.72,1.08
191,1.73,1.73,1.08
192,1.73,1.73,1.08
192,1.73,1.73,1.08
192,1.73,1.73,1.08
192,1.73,1.73,1.08
192,1.73,1.73,1.08
192,1.73,1.73,1.08
192,1.73,1.73,1.08
192,1.74,1.74,1.08
193,1.74,1.74,1.09
193,1.74,1.74,1.09
193,1.74,1.74,1.09
193,1.74,1.74,1.09
193,1.74,1.74,1.09
193,1.74,1.74,1.09
193,1.75,1.75,1.09
193,1.75,1.75,1.09
193,1.75,1.75,1.09
193,1.75,1.75,1.09
193,1.75,1.75,1.09
193,1.75,1.75,1.09
193,1.75,1.75,1.09
193,1.75,1.75,1.09
193,1.76,1.76,1.09
193,1.76,1.76,1.09
193,1.76,1.76,1.09
193,1.76,1.76,1.09
193,1.76,1.76,1.09
193,1.76,1.76,1.09
193,1.76,1.76,1.09
193,1.77,1.77,1.09
193,1.77,1.77,1.09
193,1.77,1.77,1.09
193,1.77,1.77,1.09
193,1.77,1.77,1.09
193,1.77,1.77,1.09
193,1.77,1.77,1.09
193,1.77,1.77,1.09
194,1.78,1.78,1.09
194,1.78,1.78,1.09
194,1.78,1.78,1.09
194,1.78,1.78,1.09
194,1.78,1.78,1.09
194,1.78,1.78,1.09
194,1.78,1.78,1.09
194,1.79,1.79,1.09
194,1.79,1.79,1.09
194,1.79,1.79,1.09
195,1.79,1.79,1.10
195,1.79,1.79,1.10
195,1.79,1.79,1.10
195,1.79,1.79,1.10
195,1.80,1.80,1.10
195,1.80,1.80,1.10
195,1.80,1.80,1.10
195,1.80,1.80,1.10
195,1.80,1.80,1.10
196,1.80,1.80,1.10
196,1.80,1.80,1.10
196,1.80,1.80,1.10
196,1.81,1.81,1.10
196,1.81,1.81,1.10
196,1.81,1.81,1.10
196,1.81,1.81,1.10
196,1.81,1.81,1.10
196,1.81,1.81,1.10
196,1.81,1.81,1.10
196,1.81,1.81,1.10
196,1.82,1.82,1.10
196,1.82,1.82,1.10
196,1.82,1.82,1.10
196,1.82,1.82,1.10
196,1.82,1.82,1.10
196,1.82,1.82,1.10
196,1.82,1.82,1.10
197,1.83,1.83,1.11
197,1.83,1.83,1.11
197,1.83,1.83,1.11
197,1.83,1.83,1.11
197,1.83,1.83,1.11
197,1.83,1.83,1.11
197,1.83,1.83,1.11
197,1.84,1.84,1.11
198,1.84,1.84,1.11
198,1.84,1.84,1.11
198,1.84,1.84,1.11
198,1.84,1.84,1.11
198,1.84,1.84,1.11
198,1.84,1.84,1.11
198,1.84,1.84,1.11
198,1.85,1.85,1.11
198,1.85,1.85,1.11
198,1.85,1.85,1.11
198,1.85,1.85,1.11
198,1.85,1.85,1.11
198,1.85,1.85,1.11
198,1.85,1.85,1.12
198,1.86,1.86,1.12
198,1.86,1.86,1.12
198,1.86,1.86,1.12
198,1.86,1.86,1.12
198,1.86,1.86,1.12
198,1.86,1.86,1.12
198,1.86,1.86,1.12
198,1.86,1.86,1.12
198,1.87,1.87,1.12
198,1.87,1.87,1.12
198,1.87,1.87,1.12
198,1.87,1.87,1.12
199,1.87,1.87,1.12
199,1.87,1.87,1.12
199,1.87,1.87,1.12
199,1.88,1.88,1.12
199,1.88,1.88,1.12
199,1.88,1.88,1.12
199,1.88,1.88,1.12
199,1.88,1.88,1.12
199,1.88,1.88,1.12
199,1.88,1.88,1.12
199,1.88,1.88,1.12
199,1.89,1.89,1.12
199,1.89,1.89,1.12
199,1.89,1.89,1.12
199,1.89,1.89,1.12
199,1.89,1.89,1.12
199,1.89,1.89,1.12
199,1.89,1.89,1.12
199,1.90,1.90,1.12
199,1.90,1.90,1.12
200,1.90,1.90,1.13
200,1.90,1.90,1.13
200,1.90,1.90,1.13
200,1.90,1.90,1.13
200,1.90,1.90,1.13
200,1.90,1.90,1.13
200,1.90,1.90,1.13
200,1.91,1.91,1.13
200,1.91,1.91,1.13
201,1.91,1.91,1.13
201,1.91,1.91,1.13
201,1.91,1.91,1.13
201,1.91,1.91,1.13
201,1.92,1.92,1.13
201,1.92,1.92,1.13
201,1.92,1.92,1.13
201,1.92,1.92,1.13
201,1.92,1.92,1.13
201,1.92,1.92,1.13
202,1.92,1.92,1.14
202,1.92,1.92,1.14
202,1.93,1.93,1.14
202,1.93,1.93,1.14
202,1.93,1.93,1.14
202,1.93,1.93,1.14
203,1.93,1.93,1.14
203,1.93,1.93,1.14
203,1.93,1.93,1.14
203,1.94,1.94,1.14
203,1.94,1.94,1.14
203,1.94,1.94,1.14
203,1.94,1.94,1.14
203,1.94,1.94,1.14
203,1.94,1.94,1.14
203,1.94,1.94,1.14
203,1.95,1.95,1.14
203,1.95,1.95,1.14
203,1.95,1.95,1.14
203,1.95,1.95,1.14
203,1.95,1.95,1.14
203,1.95,1.95,1.15
203,1.95,1.95,1.15
203,1.96,1.96,1.15
203,1.96,1.96,1.15
203,1.96,1.96,1.15
203,1.96,1.96,1.15
203,1.96,1.96,1.15
203,1.96,1.96,1.15
203,1.96,1.96,1.15
203,1.96,1.96,1.15
203,1.97,1.97,1.15
203,1.97,1.97,1.15
203,1.97,1.97,1.15
203,1.97,1.97,1.15
203,1.97,1.97,1.15
203,1.97,1.97,1.15
204,1.97,1.97,1.15
204,1.97,1.97,1.15
204,1.98,1.98,1.15
204,1.98,1.98,1.15
204,1.98,1.98,1.15
204,1.98,1.98,1.15
204,1.98,1.98,1.15
204,1.98,1.98,1.15
204,1.98,1.98,1.15
205,1.98,1.98,1.16
205,1.99,1.99,1.16
205,1.99,1.99,1.16
205,1.99,1.99,1.16
205,1.99,1.99,1.16
205,1.99,1.99,1.16
205,1.99,1.99,1.16
205,1.99,1.99,1.16
205,2.00,2.00,1.16
205,2.00,2.00,1.16
206,2.00,2.00,1.16
206,2.00,2.00,1.16
206,2.00,2.00,1.16
206,2.00,2.00,1.16
206,2.00,2.00,1.16
206,2.01,2.01,1.16
206,2.01,2.01,1.16
206,2.01,2.01,1.16
206,2.01,2.01,1.16
207,2.01,2.01,1.16
206,2.01,2.01,1.16
207,2.01,2.01,1.16
207,2.01,2.01,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.03,2.03,1.16
207,2.03,2.03,1.16
207,2.03,2.03,1.16
208,2.03,2.03,1.17
208,2.03,2.03,1.17
208,2.03,2.03,1.17
208,2.03,2.03,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.07,2.07,1.17
208,2.07,2.07,1.17
208,2.07,2.07,1.17
208,2.07,2.07,1.17
208,2.07,2.07,1.17
208,2.07,2.07,1.17
209,2.07,2.07,1.18
209,2.07,2.07,1.18
209,2.08,2.08,1.18
209,2.08,2.08,1.18
209,2.08,2.08,1.18
210,2.08,2.08,1.18
210,2.08,2.08,1.18
210,2.08,2.08,1.18
210,2.08,2.08,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.10,2.10,1.18
210,2.10,2.10,1.18
211,2.10,2.10,1.19
211,2.10,2.10,1.19
211,2.10,2.10,1.19
211,2.10,2.10,1.19
211,2.10,2.10,1.19
211,2.10,2.10,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
212,2.11,2.11,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.13,2.13,1.19
212,2.13,2.13,1.19
212,2.13,2.13,1.19
212,2.13,2.13,1.19
212,2.13,2.13,1.19
213,2.13,2.13,1.20
213,2.13,2.13,1.20
213,2.13,2.13,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.16,2.16,1.20
213,2.16,2.16,1.20
213,2.16,2.16,1.20
213,2.16,2.16,1.20
213,2.16,2.16,1.20
214,2.16,2.16,1.21
214,2.16,2.16,1.21
214,2.16,2.16,1.21
214,2.17,2.17,1.21
214,2.17,2.17,1.21
214,2.17,2.17,1.21
214,2.17,2.17,1.21
215,2.17,2.17,1.21
215,2.17,2.17,1.21
215,2.17,2.17,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.19,2.19,1.21
215,2.19,2.19,1.21
215,2.19,2.19,1.21
216,2.19,2.19,1.22
216,2.19,2.19,1.22
216,2.19,2.19,1.22
216,2.19,2.19,1.22
216,2.19,2.19,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.21,2.21,1.22
217,2.21,2.21,1.22
217,2.21,2.21,1.22
217,2.21,2.21,1.22
217,2.21,2.21,1.22
217,2.21,2.21,1.22
218,2.21,2.21,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.26,2.26,1.24
219,2.26,2.26,1.24
219,2.26,2.26,1.24
219,2.26,2.26,1.24
219,2.26,2.26,1.24
220,2.26,2.26,1.24
220,2.26,2.26,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.30,2.30,1.24
221,2.30,2.30,1.24
222,2.30,2.30,1.25
222,2.30,2.30,1.25
222,2.30,2.30,1.25
222,2.30,2.30,1.25
222,2.30,2.30,1.25
222,2.31,2.31,1.25
222,2.31,2.31,1.25
222,2.31,2.31,1.25
222,2.31,2.31,1.25
222,2.31,2.31,1.25
223,2.31,2.31,1.25
223,2.31,2.31,1.25
223,2.31,2.31,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.35,2.35,1.26
224,2.35,2.35,1.26
224,2.35,2.35,1.26
224,2.35,2.35,1.26
224,2.35,2.35,1.26
224,2.35,2.35,1.26
225,2.35,2.35,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.39,2.39,1.27
227,2.39,2.39,1.28
227,2.39,2.39,1.28
227,2.39,2.39,1.28
227,2.39,2.39,1.28
227,2.39,2.39,1.28
227,2.39,2.39,1.28
227,2.40,2.40,1.28
227,2.40,2.40,1.28
227,2.40,2.40,1.28
227,2.40,2.40,1.28
227,2.40,2.40,1.28
227,2.40,2.40,1.28
228,2.40,2.40,1.28
228,2.40,2.40,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.42,2.42,1.28
228,2.42,2.42,1.28
228,2.42,2.42,1.28
228,2.42,2.42,1.28
228,2.42,2.42,1.29
228,2.42,2.42,1.29
228,2.42,2.42,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
229,2.43,2.43,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.45,2.45,1.29
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.47,2.47,1.30
230,2.47,2.47,1.30
231,2.47,2.47,1.30
231,2.47,2.47,1.30
231,2.47,2.47,1.30
231,2.47,2.47,1.30
231,2.47,2.47,1.30
231,2.48,2.48,1.30
231,2.48,2.48,1.30
231,2.48,2.48,1.30
231,2.48,2.48,1.30
231,2.48,2.48,1.30
231,2.48,2.48,1.30
232,2.48,2.48,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.53,2.53,1.32
234,2.53,2.53,1.32
234,2.53,2.53,1.32
234,2.53,2.53,1.32
234,2.53,2.53,1.32
235,2.53,2.53,1.32
234,2.53,2.53,1.32
235,2.53,2.53,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.55,2.55,1.32
235,2.55,2.55,1.32
236,2.55,2.55,1.33
236,2.55,2.55,1.33
236,2.55,2.55,1.33
236,2.55,2.55,1.33
236,2.55,2.55,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.57,2.57,1.33
236,2.57,2.57,1.33
237,2.57,2.57,1.33
237,2.57,2.57,1.33
237,2.57,2.57,1.33
237,2.57,2.57,1.33
237,2.57,2.57,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
238,2.58,2.58,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.61,2.61,1.34
238,2.61,2.61,1.34
238,2.61,2.61,1.34
238,2.61,2.61,1.34
238,2.61,2.61,1.34
238,2.61,2.61,1.34
239,2.61,2.61,1.35
239,2.61,2.61,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.63,2.63,1.35
239,2.63,2.63,1.35
239,2.63,2.63,1.35
